strategy_group,hero_filter,odds_condition,metric,delta_threshold,bets,wins,losses,win_pct,final_bank,profit,total_staked,roi,max_drawdown,max_stake
Bankroll5pct,none,favorite,GPM,500,1,0,1,0.00,950,-50,50,-1.0000,50,50
Bankroll5pct,none,favorite,XPM,100,37,19,18,51.35,619,-381,1386,-0.2750,451,50
Bankroll5pct,none,favorite,XPM,200,17,7,10,41.18,717,-283,739,-0.3829,331,50
Bankroll5pct,none,favorite,XPM,300,13,6,7,46.15,819,-181,607,-0.2978,298,53
Bankroll5pct,none,favorite,XPM,400,6,3,3,50.00,929,-71,295,-0.2396,149,52
Bankroll5pct,none,favorite,XPM,500,1,1,0,100.00,1031,31,50,0.6200,0,50
Bankroll5pct,none,favorite,HERO_DAMAGE,5000,39,20,19,51.28,602,-398,1603,-0.2484,404,50
Bankroll5pct,none,favorite,HERO_DAMAGE,10000,30,16,14,53.33,705,-295,1329,-0.2216,332,52
Bankroll5pct,none,favorite,HERO_DAMAGE,15000,11,7,4,63.64,987,-13,565,-0.0229,176,55
Bankroll5pct,none,favorite,HERO_DAMAGE,20000,7,4,3,57.14,965,-35,355,-0.0990,154,54
Bankroll5pct,none,favorite,HERO_DAMAGE,25000,4,3,1,75.00,1047,47,205,0.2302,53,53
Bankroll5pct,none,favorite,TOWER_DAMAGE,5000,25,13,12,52.00,770,-230,1080,-0.2133,350,52
Bankroll5pct,none,favorite,TOWER_DAMAGE,10000,3,2,1,66.67,1006,6,147,0.0402,50,50
Bankroll5pct,none,favorite,TOWER_DAMAGE,15000,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,favorite,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,favorite,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Bankroll5pct,none,favorite,DAMAGE_TAKEN,10000,45,29,16,64.44,910,-90,1878,-0.0477,329,50
Bankroll5pct,none,favorite,DAMAGE_TAKEN,20000,27,16,11,59.26,830,-170,1182,-0.1438,274,50
Bankroll5pct,none,favorite,DAMAGE_TAKEN,30000,10,5,5,50.00,885,-115,468,-0.2451,168,50
Bankroll5pct,none,favorite,DAMAGE_TAKEN,40000,6,3,3,50.00,940,-60,290,-0.2085,98,50
Bankroll5pct,none,favorite,DAMAGE_TAKEN,50000,1,1,0,100.00,1036,36,50,0.7200,0,50
Bankroll5pct,none,favorite,TEAM_PARTICIPATION,1,31,17,14,54.84,730,-270,1342,-0.2012,343,53
Bankroll5pct,none,favorite,TEAM_PARTICIPATION,2,17,8,9,47.06,759,-241,790,-0.3053,300,53
Bankroll5pct,none,favorite,TEAM_PARTICIPATION,3,9,6,3,66.67,988,-12,470,-0.0249,107,55
Bankroll5pct,none,favorite,TEAM_PARTICIPATION,4,4,4,0,100.00,1099,99,208,0.4742,0,54
Bankroll5pct,none,favorite,TEAM_PARTICIPATION,5,3,3,0,100.00,1083,83,155,0.5381,0,53
Flat100,4+4,any,GPM,100,18,10,8,55.56,1070,70,1800,0.0389,501,100
Flat100,4+4,any,GPM,200,11,5,6,45.45,898,-102,1100,-0.0927,500,100
Flat100,4+4,any,GPM,300,5,3,2,60.00,1045,45,500,0.0900,200,100
Flat100,4+4,any,GPM,400,1,1,0,100.00,1062,62,100,0.6200,0,100
Flat100,4+4,any,GPM,500,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,any,XPM,100,15,8,7,53.33,1013,13,1500,0.0087,390,100
Flat100,4+4,any,XPM,200,4,1,3,25.00,762,-238,400,-0.5950,300,100
Flat100,4+4,any,XPM,300,3,1,2,33.33,862,-138,300,-0.4600,200,100
Flat100,4+4,any,XPM,400,1,1,0,100.00,1062,62,100,0.6200,0,100
Flat100,4+4,any,XPM,500,1,1,0,100.00,1062,62,100,0.6200,0,100
Flat100,4+4,any,HERO_DAMAGE,5000,16,8,8,50.00,767,-233,1600,-0.1456,511,100
Flat100,4+4,any,HERO_DAMAGE,10000,9,4,5,44.44,805,-195,900,-0.2167,348,100
Flat100,4+4,any,HERO_DAMAGE,15000,5,3,2,60.00,1047,47,500,0.0940,106,100
Flat100,4+4,any,HERO_DAMAGE,20000,3,1,2,33.33,862,-138,300,-0.4600,200,100
Flat100,4+4,any,HERO_DAMAGE,25000,2,1,1,50.00,962,-38,200,-0.1900,100,100
Flat100,4+4,any,TOWER_DAMAGE,5000,8,4,4,50.00,855,-145,800,-0.1812,400,100
Flat100,4+4,any,TOWER_DAMAGE,10000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,any,TOWER_DAMAGE,15000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,any,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,any,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,any,DAMAGE_TAKEN,10000,10,6,4,60.00,1094,94,1000,0.0940,200,100
Flat100,4+4,any,DAMAGE_TAKEN,20000,8,5,3,62.50,1123,123,800,0.1537,200,100
Flat100,4+4,any,DAMAGE_TAKEN,30000,4,3,1,75.00,1172,172,400,0.4300,100,100
Flat100,4+4,any,DAMAGE_TAKEN,40000,3,3,0,100.00,1272,272,300,0.9067,0,100
Flat100,4+4,any,DAMAGE_TAKEN,50000,1,1,0,100.00,1072,72,100,0.7200,0,100
Flat100,4+4,any,TEAM_PARTICIPATION,1,17,11,6,64.71,1218,218,1700,0.1282,265,100
Flat100,4+4,any,TEAM_PARTICIPATION,2,7,4,3,57.14,883,-117,700,-0.1671,242,100
Flat100,4+4,any,TEAM_PARTICIPATION,3,6,3,3,50.00,825,-175,600,-0.2917,300,100
Flat100,4+4,any,TEAM_PARTICIPATION,4,3,2,1,66.67,990,-10,300,-0.0333,100,100
Flat100,4+4,any,TEAM_PARTICIPATION,5,2,2,0,100.00,1090,90,200,0.4500,0,100
Flat100,4+4,underdog,GPM,100,9,6,3,66.67,1329,329,900,0.3656,101,100
Flat100,4+4,underdog,GPM,200,6,4,2,66.67,1236,236,600,0.3933,200,100
Flat100,4+4,underdog,GPM,300,2,2,0,100.00,1183,183,200,0.9150,0,100
Flat100,4+4,underdog,GPM,400,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,GPM,500,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,XPM,100,8,5,3,62.50,1192,192,800,0.2400,100,100
Flat100,4+4,underdog,XPM,200,1,0,1,0.00,900,-100,100,-1.0000,100,100
Flat100,4+4,underdog,XPM,300,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,XPM,400,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,XPM,500,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,HERO_DAMAGE,5000,7,3,4,42.86,891,-109,700,-0.1557,306,100
Flat100,4+4,underdog,HERO_DAMAGE,10000,3,2,1,66.67,1085,85,300,0.2833,100,100
Flat100,4+4,underdog,HERO_DAMAGE,15000,2,2,0,100.00,1185,185,200,0.9250,0,100
Flat100,4+4,underdog,HERO_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,HERO_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,TOWER_DAMAGE,5000,2,2,0,100.00,1183,183,200,0.9150,0,100
Flat100,4+4,underdog,TOWER_DAMAGE,10000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,TOWER_DAMAGE,15000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,DAMAGE_TAKEN,10000,4,3,1,75.00,1199,199,400,0.4975,100,100
Flat100,4+4,underdog,DAMAGE_TAKEN,20000,4,3,1,75.00,1199,199,400,0.4975,100,100
Flat100,4+4,underdog,DAMAGE_TAKEN,30000,3,2,1,66.67,1100,100,300,0.3333,100,100
Flat100,4+4,underdog,DAMAGE_TAKEN,40000,2,2,0,100.00,1200,200,200,1.0000,0,100
Flat100,4+4,underdog,DAMAGE_TAKEN,50000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,underdog,TEAM_PARTICIPATION,1,8,5,3,62.50,1253,253,800,0.3162,200,100
Flat100,4+4,underdog,TEAM_PARTICIPATION,2,2,0,2,0.00,800,-200,200,-1.0000,200,100
Flat100,4+4,underdog,TEAM_PARTICIPATION,3,2,0,2,0.00,800,-200,200,-1.0000,200,100
Flat100,4+4,underdog,TEAM_PARTICIPATION,4,1,0,1,0.00,900,-100,100,-1.0000,100,100
Flat100,4+4,underdog,TEAM_PARTICIPATION,5,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,favorite,GPM,100,9,4,5,44.44,741,-259,900,-0.2878,400,100
Flat100,4+4,favorite,GPM,200,5,1,4,20.00,662,-338,500,-0.6760,400,100
Flat100,4+4,favorite,GPM,300,3,1,2,33.33,862,-138,300,-0.4600,200,100
Flat100,4+4,favorite,GPM,400,1,1,0,100.00,1062,62,100,0.6200,0,100
Flat100,4+4,favorite,GPM,500,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,favorite,XPM,100,6,2,4,33.33,734,-266,600,-0.4433,328,100
Flat100,4+4,favorite,XPM,200,3,1,2,33.33,862,-138,300,-0.4600,200,100
Flat100,4+4,favorite,XPM,300,3,1,2,33.33,862,-138,300,-0.4600,200,100
Flat100,4+4,favorite,XPM,400,1,1,0,100.00,1062,62,100,0.6200,0,100
Flat100,4+4,favorite,XPM,500,1,1,0,100.00,1062,62,100,0.6200,0,100
Flat100,4+4,favorite,HERO_DAMAGE,5000,8,4,4,50.00,789,-211,800,-0.2637,305,100
Flat100,4+4,favorite,HERO_DAMAGE,10000,6,2,4,33.33,720,-280,600,-0.4667,342,100
Flat100,4+4,favorite,HERO_DAMAGE,15000,3,1,2,33.33,862,-138,300,-0.4600,200,100
Flat100,4+4,favorite,HERO_DAMAGE,20000,3,1,2,33.33,862,-138,300,-0.4600,200,100
Flat100,4+4,favorite,HERO_DAMAGE,25000,2,1,1,50.00,962,-38,200,-0.1900,100,100
Flat100,4+4,favorite,TOWER_DAMAGE,5000,6,2,4,33.33,672,-328,600,-0.5467,400,100
Flat100,4+4,favorite,TOWER_DAMAGE,10000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,favorite,TOWER_DAMAGE,15000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,favorite,TOWER_DAMAGE,20000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,favorite,TOWER_DAMAGE,25000,0,0,0,0.00,1000,0,0,0.0000,0,0
Flat100,4+4,favorite,DAMAGE_TAKEN,10000,6,3,3,50.00,895,-105,600,-0.1750,200,100
Flat100,4+4,favorite,DAMAGE_TAKEN,20000,4,2,2,50.00,924,-76,400,-0.1900,100,100
Flat100,4+4,favorite,DAMAGE_TAKEN,30000,1,1,0,100.00,1072,72,100,0.7200,0,100
Flat100,4+4,favorite,DAMAGE_TAKEN,40000,1,1,0,100.00,1072,72,100,0.7200,0,100
Flat100,4+4,favorite,DAMAGE_TAKEN,50000,1,1,0,100.00,1072,72,100,0.7200,0,100
Flat100,4+4,favorite,TEAM_PARTICIPATION,1,9,6,3,66.67,965,-35,900,-0.0389,200,100
